ID,Classe,Vitesse (px/s),Temps (s),X,Y
1,person,25.0,7.52,1882,784
2,person,35.36,7.52,1617,763
3,bicycle,0.0,7.52,1616,782
4,traffic light,0.0,7.52,780,261
6,car,25.0,7.52,1477,538
9,traffic light,0.0,7.52,1105,607
18,car,125.0,7.52,901,830
22,motorcycle,100.0,7.52,983,815
41,car,103.08,7.52,776,805
53,truck,152.07,7.52,485,836
58,person,90.14,7.52,963,811
62,car,79.06,7.52,200,814
73,truck,103.08,7.52,939,736
74,car,150.0,7.52,89,926
75,car,152.07,7.52,485,835
76,traffic light,0.0,7.52,855,125
1,person,35.36,7.56,1883,785
2,person,0.0,7.56,1617,763
3,bicycle,25.0,7.56,1616,781
4,traffic light,0.0,7.56,780,261
6,car,25.0,7.56,1477,537
9,traffic light,25.0,7.56,1105,608
18,car,127.48,7.56,906,831
22,motorcycle,100.0,7.56,987,815
41,car,103.08,7.56,780,804
53,truck,206.16,7.56,493,834
58,person,100.0,7.56,967,811
62,car,225.0,7.56,209,814
73,truck,25.0,7.56,939,735
